grid_id,timestamp,alert_type,current_activity,baseline_activity,reason
4138,2013-11-01 04:00:00,ACTIVITY_DROP,175.19879999999998,628.4438,Current activity 175.20 is at or below 0.70x the within-day baseline 628.44.
4138,2013-11-01 05:00:00,ACTIVITY_DROP,166.203,628.4438,Current activity 166.20 is at or below 0.70x the within-day baseline 628.44.
4138,2013-11-01 06:00:00,ACTIVITY_DROP,191.8607,628.4438,Current activity 191.86 is at or below 0.70x the within-day baseline 628.44.
4138,2013-11-01 07:00:00,ACTIVITY_DROP,241.9152,628.4438,Current activity 241.92 is at or below 0.70x the within-day baseline 628.44.
4138,2013-11-01 08:00:00,ACTIVITY_SPIKE,370.1726,628.4438,"Activity increased from 241.92 to 370.17, at least 1.50x the previous hour."
4138,2013-11-01 08:00:00,ACTIVITY_DROP,370.1726,628.4438,Current activity 370.17 is at or below 0.70x the within-day baseline 628.44.
4138,2013-11-01 09:00:00,ACTIVITY_SPIKE,658.7701999999999,622.1389,"Activity increased from 370.17 to 658.77, at least 1.50x the previous hour."
4139,2013-11-01 00:00:00,ACTIVITY_DROP,482.2024,746.3829999999999,Current activity 482.20 is at or below 0.70x the within-day baseline 746.38.
4139,2013-11-01 01:00:00,ACTIVITY_DROP,421.9216,746.3829999999999,Current activity 421.92 is at or below 0.70x the within-day baseline 746.38.
4139,2013-11-01 02:00:00,ACTIVITY_DROP,392.7101,746.3829999999999,Current activity 392.71 is at or below 0.70x the within-day baseline 746.38.
4139,2013-11-01 03:00:00,ACTIVITY_DROP,361.20120000000003,746.3829999999999,Current activity 361.20 is at or below 0.70x the within-day baseline 746.38.
4139,2013-11-01 04:00:00,ACTIVITY_DROP,323.47720000000004,746.3829999999999,Current activity 323.48 is at or below 0.70x the within-day baseline 746.38.
4139,2013-11-01 05:00:00,ACTIVITY_DROP,299.9494,746.3829999999999,Current activity 299.95 is at or below 0.70x the within-day baseline 746.38.
4139,2013-11-01 06:00:00,ACTIVITY_DROP,329.84270000000004,746.3829999999999,Current activity 329.84 is at or below 0.70x the within-day baseline 746.38.
4139,2013-11-01 07:00:00,ACTIVITY_DROP,375.3926,746.3829999999999,Current activity 375.39 is at or below 0.70x the within-day baseline 746.38.
4140,2013-11-01 02:00:00,ACTIVITY_DROP,720.3329,1124.0265,Current activity 720.33 is at or below 0.70x the within-day baseline 1124.03.
4140,2013-11-01 03:00:00,ACTIVITY_DROP,648.1034000000001,1124.0265,Current activity 648.10 is at or below 0.70x the within-day baseline 1124.03.
4140,2013-11-01 04:00:00,ACTIVITY_DROP,552.5897000000001,1124.0265,Current activity 552.59 is at or below 0.70x the within-day baseline 1124.03.
4140,2013-11-01 05:00:00,ACTIVITY_DROP,540.5555,1124.0265,Current activity 540.56 is at or below 0.70x the within-day baseline 1124.03.
4140,2013-11-01 06:00:00,ACTIVITY_DROP,582.1846,1124.0265,Current activity 582.18 is at or below 0.70x the within-day baseline 1124.03.
4140,2013-11-01 07:00:00,ACTIVITY_DROP,625.5798,1124.0265,Current activity 625.58 is at or below 0.70x the within-day baseline 1124.03.
4140,2013-11-01 12:00:00,HIGH_ACTIVITY,1847.8197,1064.6119,Current activity 1847.82 is at least 1.50x the within-day baseline 1064.61.
4140,2013-11-01 18:00:00,HIGH_ACTIVITY,1667.7518,1064.6119,Current activity 1667.75 is at least 1.50x the within-day baseline 1064.61.
4140,2013-11-01 19:00:00,HIGH_ACTIVITY,1716.6922,1064.6119,Current activity 1716.69 is at least 1.50x the within-day baseline 1064.61.
4141,2013-11-01 01:00:00,ACTIVITY_DROP,686.5916,1202.0275000000001,Current activity 686.59 is at or below 0.70x the within-day baseline 1202.03.
4141,2013-11-01 02:00:00,ACTIVITY_DROP,703.8159,1202.0275000000001,Current activity 703.82 is at or below 0.70x the within-day baseline 1202.03.
4141,2013-11-01 03:00:00,ACTIVITY_DROP,772.9637,1202.0275000000001,Current activity 772.96 is at or below 0.70x the within-day baseline 1202.03.
4141,2013-11-01 04:00:00,ACTIVITY_DROP,470.2515,1202.0275000000001,Current activity 470.25 is at or below 0.70x the within-day baseline 1202.03.
4141,2013-11-01 05:00:00,ACTIVITY_DROP,417.24559999999997,1202.0275000000001,Current activity 417.25 is at or below 0.70x the within-day baseline 1202.03.
